שם רחוב,שכונה עירונית,שכונה סטטיסטית,מזרח/מערב,קו רוחב,קו אורך
נתיב יצחק,מקור ברוך,שכ אוהל שלמה,מערב,31.786684,35.211777
פקיעין,מקור ברוך,שכ מקור ברוך,מערב,31.787875,35.213433
קב ונקי,מקור ברוך,שכ נחלת ישראל,מערב,31.789816,35.208142
רש''י,מקור ברוך,שכ אוהל שלמה,מערב,31.787831,35.209178
רשב''ם,מקור ברוך,שכ מקור ברוך,מערב,31.789277,35.211422
שד''ל,מקור ברוך,שכ אוהל שלמה,מערב,31.786123,35.212163
שדרות שז''ר,מקור ברוך,"מרכז (מרכז כלל), שכ מזכרת משה, מחנה יהודה",מערב,31.787873,35.204711
שדרות שרי ישראל,מקור ברוך,שכ נחלת ישראל,מערב,31.788984,35.205834
שמגר,מקור ברוך,"שכ עץ חיים, שכ רוממה",מערב,31.791134,35.208474
שמעון המכבי,מקור ברוך,שכ נחלת ישראל,מערב,31.789059,35.208971
שערי צדק,מקור ברוך,"מרכז (מרכז כלל), שכ מזכרת משה, מחנה יהודה",מערב,31.786387,35.208999
תחכמוני,מקור ברוך,שכ אוהל שלמה,מערב,31.787073,35.212284
תשב''ץ,מקור ברוך,שכ אוהל שלמה,מערב,31.787551,35.209131
אביטל,מקור חיים,שכ מקור חיים,מערב,31.750968,35.212236
גנרל פייר קניג,מקור חיים,"אזור תעשיה תלפיות, מע תלפיות",מערב,31.751038,35.213634
המוסכים,מקור חיים,שכ מקור חיים,מערב,31.75159,35.212367
הפרסה,מקור חיים,"אזור תעשיה תלפיות, מע תלפיות",מערב,31.750908,35.213051
הרכבים,מקור חיים,"אזור תעשיה תלפיות, מע תלפיות",מערב,31.752258,35.212594
יעקב בן דב,מקור חיים,שכ מקור חיים,מערב,31.755349,35.21366
מקור חיים,מקור חיים,שכ מקור חיים,מערב,31.756852,35.213453
צרת,מקור חיים,שכ מקור חיים,מערב,31.752457,35.211665
אבן ישראל,מרכז העיר,"מרכז (מרכז כלל), שכ מזכרת משה, מחנה יהודה",מערב,31.783341,35.217251
אגריפס,מרכז העיר,שכ נחלת שבעה,מערב,31.783065,35.216185
אהרון מזי''א,מרכז העיר,שכ נחלת שבעה,מערב,31.781445,35.215082
אליעזר ריבלין,מרכז העיר,,מערב,31.778545,35.215155
אנג'לו לוי ביאנקיני,מרכז העיר,שכ נחלת שבעה,מערב,31.780887,35.218382
אריסטובולוס,מרכז העיר,מרכז העיר,מערב,31.782029,35.220731
אתיופיה,מרכז העיר,מרכז העיר,מערב,31.78386,35.22083
בארי,מרכז העיר,,מערב,31.780501,35.215726
בן הלל,מרכז העיר,שכ נחלת שבעה,מערב,31.781134,35.217827
בן יהודה,מרכז העיר,שכ נחלת שבעה,מערב,31.781117,35.215925
בן סירא,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.779147,35.221496
בצלאל,מרכז העיר,,מערב,31.780307,35.214422
גרוזנברג,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.782438,35.222596
גרשון אגרון,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.77732,35.221016
דו נואס,מרכז העיר,מרכז העיר,מערב,31.781857,35.220662
דורות ראשונים,מרכז העיר,שכ נחלת שבעה,מערב,31.781954,35.218121
דרום,מרכז העיר,שכ נחלת שבעה,מערב,31.780344,35.217891
ההסתדרות,מרכז העיר,שכ נחלת שבעה,מערב,31.781954,35.2169
החבצלת,מרכז העיר,מרכז העיר,מערב,31.78266,35.220815
הלל,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.77932,35.220989
הלני המלכה,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.781965,35.221476
המלך ג'ורג',מרכז העיר,,מערב,31.776211,35.217088
המעלות,מרכז העיר,,מערב,31.779356,35.215242
הנביאים,מרכז העיר,מרכז העיר,מערב,31.78386,35.22083
הסורג,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780522,35.221255
הצנחנים,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.778975,35.224955
הרב אבידע,מרכז העיר,,מערב,31.776341,35.217356
הרב אג''ן,מרכז העיר,מרכז העיר,מערב,31.78265,35.219484
הרב קוק,מרכז העיר,מרכז העיר,מערב,31.783758,35.220955
הרברט סמואל,מרכז העיר,שכ נחלת שבעה,מערב,31.78193,35.219443
זאב רבן,מרכז העיר,שכ נחלת שבעה,מערב,31.780647,35.219412
חניון אוריון,מרכז העיר,שכ נחלת שבעה,מערב,31.78094,35.217477
חניון המעלות,מרכז העיר,,מערב,31.77924,35.215462
חניון הנביאים 63,מרכז העיר,מרכז העיר,מערב,31.784599,35.216846
חניון ינאי,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.778792,35.223312
חניון כיכר ספרא,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780717,35.224774
חניון מגדל העיר,מרכז העיר,שכ נחלת שבעה,מערב,31.781279,35.215085
חניון מגדל ירושלים,מרכז העיר,,מערב,31.779594,35.218073
חניון מגרש הרוסים,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.782481,35.2228
חניון מרכז אשדר,מרכז העיר,מרכז העיר,מערב,31.782415,35.219733
חניון מרכז ירושלים,מרכז העיר,שכ נחלת שבעה,מערב,31.782583,35.215278
חניון שמאי 10,מרכז העיר,שכ נחלת שבעה,מערב,31.781032,35.218639
טיכו,מרכז העיר,מרכז העיר,מערב,31.783415,35.220148
יואל משה סלומון,מרכז העיר,שכ נחלת שבעה,מערב,31.779763,35.219837
יוחנן הורקנוס,מרכז העיר,מרכז העיר,מערב,31.782001,35.221334
יוחנן מגוש חלב,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.779611,35.22397
יוסף ויטלזון,מרכז העיר,מרכז העיר,מערב,31.784442,35.215405
יוסף טרומפלדור,מרכז העיר,,מערב,31.780304,35.213424
יוסף ריבלין,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780091,35.220454
ינאי,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.778714,35.222709
יעבץ,מרכז העיר,שכ נחלת שבעה,מערב,31.782422,35.217936
יפו,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780853,35.2213
יצחק אלישר,מרכז העיר,מרכז העיר,מערב,31.782397,35.221002
יצחק קריב,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.777791,35.222769
כורש,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780074,35.221939
כי''ח,מרכז העיר,"שכ זכרון משה, שכ רוחמה",מערב,31.78509,35.215003
כיכר ספרא,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.779356,35.224926
לונץ,מרכז העיר,שכ נחלת שבעה,מערב,31.781399,35.218771
מאיר שחם,מרכז העיר,,מערב,31.779329,35.216288
מבוא אריה לייב הורוויץ,מרכז העיר,שכ נחלת שבעה,מערב,31.780856,35.220055
מבוא בן ברוך,מרכז העיר,שכ נחלת שבעה,מערב,31.781041,35.216799
מבוא בנימין סלנט,מרכז העיר,שכ נחלת שבעה,מערב,31.780373,35.219834
מבוא המתמיד,מרכז העיר,,מערב,31.779867,35.216552
מבוא הרב ביצ'אצו,מרכז העיר,שכ נחלת שבעה,מערב,31.781304,35.22022
מבוא הרב חיים אלבוחר,מרכז העיר,"מרכז (מרכז כלל), שכ מזכרת משה, מחנה יהודה",מערב,31.783484,35.216596
מבוא חיים הלוי קובנר,מרכז העיר,שכ נחלת שבעה,מערב,31.780303,35.22007
מבוא יהושוע ילין,מרכז העיר,שכ נחלת שבעה,מערב,31.78115,35.219797
מונבז,מרכז העיר,,מערב,31.782583,35.222362
מנורה,מרכז העיר,,מערב,31.779519,35.212414
מנשה בן ישראל,מרכז העיר,שכ נחלת שבעה,מערב,31.779763,35.219837
מסילת ישרים,מרכז העיר,שכ נחלת שבעה,מערב,31.783089,35.21555
מעבר בית דוד,מרכז העיר,מרכז העיר,מערב,31.783552,35.22033
מעבר בית הכנסת,מרכז העיר,שכ נחלת שבעה,מערב,31.780386,35.218887
מעלות יהודה,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.77975,35.222612
מעלות נחלת שבעה,מרכז העיר,שכ נחלת שבעה,מערב,31.781304,35.22022
מרדכי עליאש,מרכז העיר,שכ נחלת שבעה,מערב,31.782184,35.215667
משה זמורה,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.781506,35.222522
משיח ברוכוף,מרכז העיר,"מרכז (מרכז כלל), שכ מזכרת משה, מחנה יהודה",מערב,31.783724,35.215766
משעול הגבורה,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.78106,35.223924
נתיב הרכבל,מרכז העיר,שכ נחלת שבעה,מערב,31.781183,35.218532
נתן שטראוס,מרכז העיר,מרכז העיר,מערב,31.784166,35.218519
עוזי (יחזקאל) חסון,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.779805,35.223068
עזרת ישראל,מרכז העיר,מרכז העיר,מערב,31.783559,35.21736
פרומקין,מרכז העיר,מרכז העיר,מערב,31.781995,35.22048
ראול ולנברג,מרכז העיר,מרכז העיר,מערב,31.783774,35.216731
רבי עקיבא,מרכז העיר,,מערב,31.780182,35.218209
רבקה סטוינובסקי,מרכז העיר,,מערב,31.778742,35.217704
ש''ץ,מרכז העיר,,מערב,31.779995,35.21568
שבטי ישראל,מרכז העיר,,מערב,31.78313,35.224496
שבתאי פטרושקה,מרכז העיר,,מערב,31.78278,35.223441
שושן,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.779593,35.223384
שלומציון המלכה,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.778885,35.222485
שלמה המלך,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.778507,35.223726
שמאי,מרכז העיר,שכ נחלת שבעה,מערב,31.781209,35.21943
שמואל הנגיד,מרכז העיר,,מערב,31.779992,35.214763
שמעון בן שטח,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780243,35.220904
שניאור חשין,מרכז העיר,מרכז (מגרש הרוסים),מערב,31.780972,35.22155
דלמן,מרכז העיר מזרח,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.791649,35.227543
דרך שכם,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.786545,35.228348
הכלדיים,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.784925,35.228256
הנביאים,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.78202,35.229342
חיל ההנדסה,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.785086,35.227484
מנהרת הצנחנים,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.781692,35.228126
נבי שועיב,מרכז העיר מזרח,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.791663,35.227273
נחלת יצחק,מרכז העיר מזרח,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.790867,35.227453
נעמי קיס,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.785115,35.228022
סולטאן סולימאן,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.78312,35.232995
סלאח א דין,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.786349,35.230753
סנט ג'ורג',מרכז העיר מזרח,שכ מסעודיה,מזרח,31.788416,35.22792
עומר אבן אל עאס,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.785652,35.229015
ענטרה בן שדאד,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.78392,35.228204
פייר ואן פאסן,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.79003,35.228727
פיירוטי,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.784496,35.227717
פיקוד המרכז,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.78558,35.228499
קונדר,מרכז העיר מזרח,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.791338,35.227605
קונרד שיק,מרכז העיר מזרח,שכ מסעודיה,מזרח,31.783792,35.229989
שדרות חיים ברלב,מרכז העיר מזרח,"מוזיאון רוקפלר, באב א זהרה, מושבה אמריקנית",מזרח,31.789897,35.226701
386,מרכז רפואי הדסה עין כרם,הר חרת,מערב,31.77159,35.152397
395,מרכז רפואי הדסה עין כרם,הר חרת,מערב,31.773173,35.139196
396,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.76431,35.144047
3965,מרכז רפואי הדסה עין כרם,הר חרת,מערב,31.777632,35.130975
חניון ישפרו סנטר,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.766452,35.147997
חניון לבעלי אישור,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.766373,35.150217
חניון מגדל האשפוז,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.765372,35.147309
חנייה אזור 1,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.766163,35.147129
חנייה אזור 2,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.766098,35.146875
חנייה אזור 3,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.765697,35.146453
חנייה אזור 4,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.765017,35.145497
חנייה אזור 5,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.764295,35.145775
חנייה אזור 6,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.764149,35.145582
חנייה אזור 7,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.764087,35.145297
חנייה אזור 8 לעובדי בית החולים בלבד,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.765317,35.145299
חנייה למורשים,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.764723,35.150965
מעונות הסטודנטים,מרכז רפואי הדסה עין כרם,קרית הדסה,מערב,31.765629,35.153441
עין חמד,מרכז רפואי הדסה עין כרם,הר חרת,מערב,31.792876,35.136483
אבא אחימאיר,נוה יעקב,,מערב,31.836956,35.235714
אביר יעקב,נוה יעקב,,מערב,31.840819,35.250324
אדמונד פלג,נוה יעקב,,מערב,31.841373,35.244405
אהרון שעשוע עזרא,נוה יעקב,,מערב,31.838107,35.24289
אוצר הגאונים,נוה יעקב,,מערב,31.840075,35.24948
אליעזר ליבנה,נוה יעקב,,מערב,31.840008,35.243522
אסטורה,נוה יעקב,,מערב,31.840384,35.246735
אשר גולאק,נוה יעקב,,מערב,31.842245,35.243404
ברוך צוקרמן,נוה יעקב,,מערב,31.844603,35.243639
דוד אלעזר,נוה יעקב,,מערב,31.840442,35.233719
דרך רמאללה,נוה יעקב,,מערב,31.837311,35.229786
הרב אברהם רביץ,נוה יעקב,,מערב,31.8366,35.238228
הרב וינוגרד,נוה יעקב,,מערב,31.838736,35.247155
הרב חיים שאול דוויק,נוה יעקב,ש נוה יעקב,מערב,31.841438,35.240513
הרב משה שאולי כהן,נוה יעקב,,מערב,31.841796,35.246537
הרב פנחס א.וסרמן,נוה יעקב,,מערב,31.838118,35.238134
הרב פניז'ל,נוה יעקב,,מערב,31.843517,35.244766
הרב צדקה חוצ'ין,נוה יעקב,ש נוה יעקב,מערב,31.841181,35.24148
הרב ש''י זווין,נוה יעקב,קרית קמניץ,מערב,31.842982,35.248999
הרב שלמה יוסף אליאך,נוה יעקב,,מערב,31.840804,35.249554
הרב שמואל גדליה ניימן,נוה יעקב,קרית קמניץ,מערב,31.840953,35.248412
ויקטור ויוליוס,נוה יעקב,,מערב,31.840581,35.241617
יצחק טבנקין,נוה יעקב,,מערב,31.837318,35.241193
ישראל פונט,נוה יעקב,,מערב,31.838387,35.244139
כף החיים,נוה יעקב,ש נוה יעקב,מערב,31.844147,35.24117
כפר עברי,נוה יעקב,קרית קמניץ,מערב,31.842171,35.247088
לאה גולדברג,נוה יעקב,,מערב,31.841924,35.240111
לוי יעקב,נוה יעקב,,מערב,31.841704,35.245818
מאיר בלבן,נוה יעקב,ש נוה יעקב,מערב,31.843972,35.242237
מבוא דב בר יקר,נוה יעקב,,מערב,31.839972,35.24521
מזל טלה,נוה יעקב,,מערב,31.836512,35.237427
מעגלות הרב פרדס,נוה יעקב,,מערב,31.844529,35.240368
משה סנה,נוה יעקב,,מערב,31.838562,35.232076
נחום שאדיקר,נוה יעקב,,מערב,31.841508,35.250042
פ.צ. חיות,נוה יעקב,ש נוה יעקב,מערב,31.84254,35.240793
פאול פרנקל,נוה יעקב,,מערב,31.841385,35.243567
צ'רלס לוץ,נוה יעקב,,מערב,31.83952,35.243717
ראובן גמזון,נוה יעקב,,מערב,31.84257,35.239402
שדרות נווה יעקב,נוה יעקב,,מערב,31.837311,35.229786
שירת חנה,נוה יעקב,,מערב,31.841946,35.239616
אבן ספיר,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.780349,35.211139
אבן שפרוט,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.776774,35.211458
אושה,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.780463,35.210217
אנטוקולסקי,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778735,35.210608
בצלאל,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.781349,35.212016
גבע,"נחלאות, שערי חסד",,מערב,31.781683,35.211136
דיסקין,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.7771,35.210631
הגאונים,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.776283,35.211444
הגר''א,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778171,35.210951
הירשנברג,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778187,35.211806
המדרגות,"נחלאות, שערי חסד",,מערב,31.781874,35.209546
הקליר,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.776023,35.210858
הקרן הקיימת לישראל,"נחלאות, שערי חסד",רחביה,מערב,31.776837,35.212169
הרב דוד פוברסקי,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.777658,35.212493
הרב יוסף קאפח,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.781011,35.209556
הרב שלום שבזי,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.781226,35.209307
השל''ה,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.777363,35.211325
חצור,"נחלאות, שערי חסד",,מערב,31.782086,35.209671
חת''ם סופר,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.775733,35.211427
טבריה,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.780095,35.211198
יוסף טרומפלדור,"נחלאות, שערי חסד",,מערב,31.780583,35.213546
יראון,"נחלאות, שערי חסד",,מערב,31.781502,35.209215
ישעיהו בר זכאי,"נחלאות, שערי חסד",רחביה,מערב,31.776824,35.211573
ישראל'ס,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778739,35.210768
כהנוב,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.776808,35.210983
כורזין,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.781533,35.208752
כפר ברעם,"נחלאות, שערי חסד",,מערב,31.782039,35.209736
מבוא יזהר,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.779027,35.211045
מנורה,"נחלאות, שערי חסד",,מערב,31.780271,35.2129
מנחם אוסישקין,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778854,35.212349
מעלות הרב חיים עראקי,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.780378,35.211368
מרדכי נרקיס,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.779047,35.211201
משה ששון,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.777629,35.212149
נהר פרת,"נחלאות, שערי חסד",,מערב,31.782807,35.208948
נחלת צדוק,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778459,35.211285
נרבתה,"נחלאות, שערי חסד",,מערב,31.781436,35.209814
עלמא,"נחלאות, שערי חסד",,מערב,31.781764,35.208732
ענתבי,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.778736,35.211276
פרוש,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.777629,35.212149
ציפורי,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.779852,35.211212
צפת,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.779433,35.210428
שדרות בן צבי,"נחלאות, שערי חסד",,מערב,31.781958,35.208569
שילה,"נחלאות, שערי חסד",,מערב,31.781587,35.211359
שמואל רפאלי,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.780467,35.212493
שערי חסד,"נחלאות, שערי חסד","שכ נחלת צדוק, שכ שערי חסד",מערב,31.777896,35.210961
שפרעם,"נחלאות, שערי חסד","שכ כנסת א, שכ נחלאות",מערב,31.779289,35.210809
אברהם גרנות,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.770742,35.205993
אלזה,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.768781,35.203336
בצלאל בזק,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.767187,35.203177
דוידזון,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.769489,35.204387
הרב הרצוג,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.767097,35.204604
זלמן שניאור,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.767122,35.202985
י.צ. מיכאלסון,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.770774,35.201825
יהודה בורלא,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.769065,35.201012
יהושע ייבין,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.769875,35.207709
יצחק שמי,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.768001,35.202753
נווה שאנן,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.772575,35.200814
נחמן אביגד,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.772591,35.201386
ניות,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.769295,35.204357
שדרות חיים הזז,ניות,"ניות, נוה גרנות, ש נוה שאנן",מערב,31.769699,35.20894
שותא רוסתבלי,ניות,,מערב,31.769953,35.208651
אל ח'לאן,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.767147,35.237636
אל חארה אל ווסטא,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.77396,35.240182
אעלה בתמר,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.768244,35.236018
באר איוב,סילואן,,מזרח,31.764232,35.237846
בועז הבבלי,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.770701,35.236998
בטן אל הווא,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.772684,35.239102
גואל צדק,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.773489,35.239716
דרך הגן,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.771033,35.236382
דרך השילוח,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.773339,35.236984
דרך יריחו,סילואן,,מזרח,31.774217,35.24047
חארת אל ימן סילוואן,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.766171,35.23701
חארת מאראגה אעל,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.772009,35.237923
חוש אל מרג',סילואן,"בטן אל-הווא, סילוואן",מזרח,31.76607,35.240614
מעלות אוהל שלמה,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.769274,35.236634
מעלות מי השילוח,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.772954,35.237041
מעלות עיר דוד,סילואן,"שכ הגיחון, עיר דוד",מזרח,31.769127,35.234627
נזלת אל ע'וזלן,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.772146,35.238376
סמטת דרך הכדים,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.771392,35.237507
סמטת כרם זיתים,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.770073,35.236891
פנורמה,סילואן,"בטן אל-הווא, סילוואן",מזרח,31.773608,35.240049
א.ש. הרטום,סנהדריה,"אז תעש הר החוצבים, קרית מדע",מערב,31.800436,35.213813
אופירה,סנהדריה,שכ סנהדריה,מערב,31.80009,35.220138
אוריאל,סנהדריה,שכ סנהדריה,מערב,31.796872,35.219997
אחינועם,סנהדריה,ש רמת אשכול,מערב,31.798854,35.220841
אלעשה,סנהדריה,שכ סנהדריה,מערב,31.798437,35.22172
בן ציון אטון,סנהדריה,"אז תעש הר החוצבים, קרית מדע",מערב,31.80083,35.214192
גבעת משה,סנהדריה,שכ עזרת תורה,מערב,31.797824,35.217793
האדמו''רים ליינער,סנהדריה,שכ סנהדריה,מערב,31.797981,35.218151
האדמו''רים מגור,סנהדריה,סנהדריה מורחבת,מערב,31.801041,35.218149
הסנהדרין,סנהדריה,שכ סנהדריה,מערב,31.797521,35.218537
הרא''ם,סנהדריה,שכ סנהדריה,מערב,31.798619,35.219881
הרב בלוי,סנהדריה,שכ סנהדריה,מערב,31.79656,35.219782
הרב יצחק פלקסר,סנהדריה,סנהדריה מורחבת,מערב,31.802212,35.214382
חטיבת הראל,סנהדריה,שכ סנהדריה,מערב,31.796419,35.221813
חכם עזרא עטיה,סנהדריה,סנהדריה מורחבת,מערב,31.800959,35.214578
ים סוף,סנהדריה,שכ סנהדריה,מערב,31.799846,35.216653
מבוא האדמו''ר מבעלז,סנהדריה,סנהדריה מורחבת,מערב,31.802828,35.216645
מבוא האדמו''ר מויז'ניץ,סנהדריה,סנהדריה מורחבת,מערב,31.802236,35.217453
מבוא הרב יהודה פתיה,סנהדריה,סנהדריה מורחבת,מערב,31.802029,35.216522
מבוא השלום והאחדות,סנהדריה,סנהדריה מורחבת,מערב,31.802733,35.219088
מבוא רבי בן ציון יאדלר,סנהדריה,סנהדריה מורחבת,מערב,31.801904,35.217456
מיכל,סנהדריה,שכ סנהדריה,מערב,31.797747,35.221456
מעגלי הרי''ם לוין,סנהדריה,סנהדריה מורחבת,מערב,31.801136,35.21892
מעלות דושינסקי,סנהדריה,סנהדריה מורחבת,מערב,31.802066,35.217454
מעלות הרב ציון לוי,סנהדריה,סנהדריה מורחבת,מערב,31.800624,35.216602
שאול המלך,סנהדריה,שכ סנהדריה,מערב,31.79905,35.219426
שדרות גולדה מאיר,סנהדריה,שכ סנהדריה,מערב,31.797886,35.217893
שדרות לוי אשכול,סנהדריה,ש רמת אשכול,מערב,31.797182,35.222384
שמואל הנביא,סנהדריה,שכ סנהדריה,מערב,31.79658,35.219148
שפע חיים,סנהדריה,"אז תעש הר החוצבים, קרית מדע",מערב,31.799938,35.213646
3877,עין כרם,,מערב,31.757087,35.1593
395,עין כרם,הר חרת,מערב,31.773359,35.153201
אמא שלום,עין כרם,"מוסקוביה, שכ עין כרם, שכ עין כרם ד, שכ עין כרם ב, שכ עין כרם א",מערב,31.76865,35.165734
גבעת היונים,עין כרם,"מוסקוביה, שכ עין כרם, שכ עין כרם ד, שכ עין כרם ב, שכ עין כרם א",מערב,31.76596,35.164261
דוד מרדכי מאיר,עין כרם,,מערב,31.773474,35.165558
דרך בנימינה,עין כרם,"מוסקוביה, שכ עין כרם, שכ עין כרם ד, שכ עין כרם ב, שכ עין כרם א",מערב,31.767868,35.167035
דרך בריכות היער,עין כרם,"מוסקוביה, שכ עין כרם, שכ עין כרם ד, שכ עין כרם ב, שכ עין כרם א",מערב,31.782523,35.162564
